DATE,APPNAME,API,SUM_COUNT,zsc,Outlier
2023-07-27,App1,API19,635,-0.32049150209565486,0
2023-07-28,App1,API19,736,-0.12490454311280809,0
2023-07-29,App1,API19,553,-0.4792848747351938,0
2023-07-30,App1,API19,348,-0.8762683063340413,0
2023-07-31,App1,API19,788,-0.02420630680480777,0
2023-08-01,App1,API19,693,-0.2081742385213468,0
2023-08-02,App1,API19,716,-0.16363463400050052,0
2023-08-03,App1,API19,675,-0.24303132032027,0
2023-08-04,App1,API19,736,-0.12490454311280809,0
2023-08-05,App1,API19,640,-0.31080897937373175,0
2023-08-06,App1,API19,369,-0.8356017109019642,0
2023-08-07,App1,API19,960,0.30887247482934715,0
2023-08-08,App1,API19,880,0.1539521112785774,0
2023-08-09,App1,API19,807,0.012587279538500041,0
2023-08-10,App1,API19,881,0.15588861582296204,0
2023-08-11,App1,API19,822,0.04163484770426937,0
2023-08-12,App1,API19,592,-0.4037611975041936,0
2023-08-13,App1,API19,339,-0.8936968472335028,0
2023-08-14,App1,API19,851,0.09779347949142339,0
2023-08-15,App1,API19,355,-0.8627127745233489,0
2023-08-16,App1,API19,376,-0.8220461790912719,0
2023-08-17,App1,API19,828,0.05325387497057709,0
2023-08-18,App1,API19,1052,0.4870308929127323,0
2023-08-19,App1,API19,629,-0.3321105293619626,0
2023-08-20,App1,API19,369,-0.8356017109019642,0
2023-08-21,App1,API19,858,0.11134901130211575,0
2023-08-22,App1,API19,759,-0.0803649385919618,0
2023-08-23,App1,API19,752,-0.09392047040265415,0
2023-08-24,App1,API19,965,0.31855499755127026,0
2023-08-25,App1,API19,882,0.15782512036734667,0
2023-08-26,App1,API19,650,-0.29144393392988555,0
2023-08-27,App1,API19,243,-1.0796012834944266,0
2023-08-28,App1,API19,711,-0.17331715672242362,0
2023-08-29,App1,API19,826,0.04938086588180785,0
2023-08-30,App1,API19,694,-0.2062377339769622,0
2023-08-31,App1,API19,783,-0.033888829526730876,0
2023-09-01,App1,API19,780,-0.03969834315988474,0
2023-09-02,App1,API19,645,-0.30112645665180865,0
2023-09-03,App1,API19,347,-0.878204810878426,0
2023-09-04,App1,API19,774,-0.05131737042619247,0
2023-09-05,App1,API19,815,0.02807931589357701,0
2023-09-06,App1,API19,854,0.10360299312457726,0
2023-09-07,App1,API19,813,0.02420630680480777,0
2023-09-08,App1,API19,855,0.10553949766896188,0
2023-09-09,App1,API19,894,0.18106317489996213,0
2023-09-10,App1,API19,354,-0.8646492790677336,0
2023-09-11,App1,API19,759,-0.0803649385919618,0
2023-09-12,App1,API19,766,-0.06680940678126944,0
2023-09-13,App1,API19,796,-0.008714270449730797,0
2023-09-14,App1,API19,728,-0.14039657946788506,0
2023-09-15,App1,API19,697,-0.20042822034380833,0
2023-09-16,App1,API19,621,-0.34760256571703957,0
2023-09-17,App1,API19,364,-0.8452842336238874,0
2023-09-18,App1,API19,828,0.05325387497057709,0
2023-09-19,App1,API19,803,0.004841261360961554,0
2023-07-04,App2,API12,13076312,-0.5212885307405914,0
2023-07-05,App2,API12,12776964,-0.9846611587576409,0
2023-07-06,App2,API12,12979786,-0.6707049500651693,0
2023-07-07,App2,API12,13067722,-0.5345853320376319,0
2023-07-08,App2,API12,13210657,-0.3133305830978796,0
2023-07-09,App2,API12,13592826,0.278243951813487,0
2023-07-10,App2,API12,13003740,-0.6336256045157739,0
2023-07-11,App2,API12,12743305,-1.0367632582753457,0
2023-07-12,App2,API12,12784606,-0.972831804216083,0
2023-07-13,App2,API12,13354596,-0.09052170278417757,0
2023-07-14,App2,API12,12925470,-0.754782838220006,0
2023-07-15,App2,API12,12948041,-0.7198442931588303,0
2023-07-16,App2,API12,13353987,-0.09146439801000965,0
2023-07-17,App2,API12,12530768,-1.3657577003322814,0
2023-07-18,App2,API12,12902313,-0.7906284758958575,0
2023-07-19,App2,API12,12496112,-1.4194030956466275,0
2023-07-20,App2,API12,12484690,-1.4370836619347296,0
2023-07-21,App2,API12,12422603,-1.533190588841522,0
2023-07-22,App2,API12,12836444,-0.892589710428425,0
2023-07-23,App2,API12,13963376,0.8518329763325005,0
2023-07-24,App2,API12,12604204,-1.2520832067293175,0
2023-07-25,App2,API12,12554008,-1.3297835836683445,0
2023-07-26,App2,API12,12723329,-1.0676849000343305,0
2023-07-27,App2,API12,13124828,-0.44618869235558417,0
2023-07-28,App2,API12,12764667,-1.0036961722092947,0
2023-07-29,App2,API12,13092853,-0.49568406156080735,0
2023-07-30,App2,API12,13454582,0.06425058760998811,0
2023-07-31,App2,API12,12940617,-0.7313361968642119,0
2023-08-01,App2,API12,13535141,0.1889510550940718,0
2023-08-02,App2,API12,13650438,0.3674238489409716,0
2023-08-03,App2,API12,13368524,-0.06896199981966314,0
2023-08-04,App2,API12,12928092,-0.7507241405481969,0
2023-08-05,App2,API12,13745664,0.5148279467654152,0
2023-08-06,App2,API12,14339549,1.4341260653094021,0
2023-08-07,App2,API12,13037353,-0.5815947102203817,0
2023-08-08,App2,API12,13293669,-0.18483301973700428,0
2023-08-09,App2,API12,13176476,-0.36624070709486894,0
2023-08-10,App2,API12,13435901,0.03533352765306005,0
2023-08-11,App2,API12,13481868,0.1064876679581889,0
2023-08-12,App2,API12,13521025,0.16710033948184566,0
2023-08-13,App2,API12,14162216,1.1596252894760997,0
2023-08-14,App2,API12,14585732,1.8152024836690415,0
2023-08-15,App2,API12,14585030,1.814115830058969,0
2023-08-16,App2,API12,13396042,-0.02636579748066917,0
2023-08-17,App2,API12,13418053,0.007705901395833346,0
2023-08-18,App2,API12,13021966,-0.6054128570838928,0
2023-08-19,App2,API12,13410120,-0.00457390357383157,0
2023-08-20,App2,API12,13435876,0.035294829162672854,0
2023-08-21,App2,API12,12852753,-0.8673443632394341,0
2023-08-22,App2,API12,13036814,-0.5824290496731296,0
2023-08-23,App2,API12,13020395,-0.6078446702198241,0
2023-08-24,App2,API12,13205029,-0.3220423872538451,0
2023-08-25,App2,API12,13080062,-0.5154837571825122,0
2023-08-26,App2,API12,13355727,-0.08877098307906084,0
2023-08-27,App2,API12,13326860,-0.13345535595934788,0
2023-08-28,App2,API12,13384606,-0.044068034923387935,0
2023-08-29,App2,API12,13430880,0.02756132284369568,0
2023-08-30,App2,API12,13349825,-0.09790692268966998,0
2023-08-31,App2,API12,12860535,-0.8552982971517079,0
2023-09-01,App2,API12,13578505,0.25607590858008583,0
2023-09-02,App2,API12,13965016,0.8543715973019006,0
2023-09-03,App2,API12,13475086,0.09598954148595047,0
2023-09-04,App2,API12,13121094,-0.45196869887981567,0
2023-09-05,App2,API12,12948985,-0.7183830381618098,0
2023-09-06,App2,API12,13233349,-0.27820473734322987,0
2023-09-07,App2,API12,13524352,0.17225033458257366,0
2023-09-08,App2,API12,13157438,-0.3957103814945262,0
2023-09-09,App2,API12,13930865,0.8015079114933759,0
2023-09-10,App2,API12,15444707,3.144843914882696,1
2023-09-11,App2,API12,14450726,1.606221347940492,0
2023-09-12,App2,API12,14762571,2.088938577332293,0
2023-09-13,App2,API12,14720151,2.0232749788432995,0
2023-09-14,App2,API12,14814833,2.1698369975169176,0
2023-09-15,App2,API12,14602011,1.8404013926695677,0
2023-09-16,App2,API12,14637442,1.895246441185917,0
2023-09-17,App2,API12,14441972,1.5926706845465117,0
2023-09-18,App2,API12,13713941,0.4657226583432949,0
2023-09-19,App2,API12,14551166,1.7616964029200892,0
2023-07-04,App2,API15,1649,0.1028344727404989,0
2023-07-05,App2,API15,1613,-0.04075538278178903,0
2023-07-06,App2,API15,1681,0.2304698998714215,0
2023-07-07,App2,API15,1589,-0.136481953129981,0
2023-07-08,App2,API15,1664,0.16266357920811886,0
2023-07-09,App2,API15,1629,0.023062330783672265,0
2023-07-10,App2,API15,1785,0.64528503804692,0
2023-07-11,App2,API15,1629,0.023062330783672265,0
2023-07-12,App2,API15,1713,0.3581053270023441,0
2023-07-13,App2,API15,1599,-0.09659588215156767,0
2023-07-14,App2,API15,1612,-0.044743989879630366,0
2023-07-15,App2,API15,1537,-0.34388952221773017,0
2023-07-16,App2,API15,1586,-0.14844777442350499,0
2023-07-17,App2,API15,1577,-0.18434523830407695,0
2023-07-18,App2,API15,1792,0.6732052877318092,0
2023-07-19,App2,API15,1651,0.11081168693618156,0
2023-07-20,App2,API15,1543,-0.31995787963068223,0
2023-07-21,App2,API15,1707,0.3341736844152961,0
2023-07-22,App2,API15,1656,0.13075472242538821,0
2023-07-23,App2,API15,1630,0.027050937881513595,0
2023-07-24,App2,API15,1647,0.09485725854481622,0
2023-07-25,App2,API15,1628,0.019073723685830934,0
2023-07-26,App2,API15,1629,0.023062330783672265,0
2023-07-27,App2,API15,1679,0.22249268567573882,0
2023-07-28,App2,API15,1480,-0.571240126794686,0
2023-07-29,App2,API15,1121,-2.003150074919724,0
2023-07-30,App2,API15,1372,-1.0020096933615499,0
2023-07-31,App2,API15,1683,0.23844711406710414,0
2023-08-01,App2,API15,1672,0.1945724359908495,0
2023-08-02,App2,API15,1662,0.15468636501243618,0
2023-08-03,App2,API15,1738,0.45782050444837735,0
2023-08-04,App2,API15,1536,-0.34787812931557155,0
2023-08-05,App2,API15,1580,-0.17237941701055295,0
2023-08-06,App2,API15,1659,0.1427205437189122,0
2023-08-07,App2,API15,1584,-0.15642498861918763,0
2023-08-08,App2,API15,1600,-0.09260727505372633,0
2023-08-09,App2,API15,1511,-0.4475933067616048,0
2023-08-10,App2,API15,1604,-0.07665284666236101,0
2023-08-11,App2,API15,1532,-0.36383255770693684,0
2023-08-12,App2,API15,1446,-0.7068527681212913,0
2023-08-13,App2,API15,1601,-0.08861866795588501,0
2023-08-14,App2,API15,1570,-0.21226548798896627,0
2023-08-15,App2,API15,1462,-0.64303505455583,0
2023-08-16,App2,API15,1428,-0.7786476958824353,0
2023-08-17,App2,API15,1532,-0.36383255770693684,0
2023-08-18,App2,API15,1495,-0.5114110203270661,0
2023-08-19,App2,API15,1658,0.13873193662107086,0
2023-08-20,App2,API15,1521,-0.4077072357831915,0
2023-08-21,App2,API15,1498,-0.4994451990335421,0
2023-08-22,App2,API15,1609,-0.05670981117315436,0
2023-08-23,App2,API15,1517,-0.4236616641745568,0
2023-08-24,App2,API15,1548,-0.30001484414147556,0
2023-08-25,App2,API15,1559,-0.2561401660652209,0
2023-08-26,App2,API15,1573,-0.20029966669544227,0
2023-08-27,App2,API15,1543,-0.31995787963068223,0
2023-08-28,App2,API15,1404,-0.8743742662306272,0
2023-08-29,App2,API15,1369,-1.0139755146550737,0
2023-08-30,App2,API15,1478,-0.5792173409903687,0
2023-08-31,App2,API15,1421,-0.8065679455673246,0
2023-09-01,App2,API15,1494,-0.5153996274249074,0
2023-09-02,App2,API15,1398,-0.8983059088176752,0
2023-09-03,App2,API15,1516,-0.42765027127239813,0
2023-09-04,App2,API15,1517,-0.4236616641745568,0
2023-09-05,App2,API15,1376,-0.9860552649701845,0
2023-09-06,App2,API15,1516,-0.42765027127239813,0
2023-09-07,App2,API15,1619,-0.016823740194741046,0
2023-09-08,App2,API15,1487,-0.5433198771097968,0
2023-09-09,App2,API15,1458,-0.6589894829471954,0
2023-09-10,App2,API15,1596,-0.10856170344509167,0
2023-09-11,App2,API15,1487,-0.5433198771097968,0
2023-09-12,App2,API15,1555,-0.27209459445658624,0
2023-09-13,App2,API15,1632,0.035028152077196256,0
2023-09-14,App2,API15,1658,0.13873193662107086,0
2023-09-15,App2,API15,2134,2.0373089151935444,0
2023-09-16,App2,API15,2472,3.385458114263914,1
2023-09-17,App2,API15,2582,3.824204895026461,1
2023-09-18,App2,API15,2278,2.6116683372826963,0
2023-09-19,App2,API15,2845,4.873208561758731,1
2023-07-04,App2,API17,1599284,1.0717896463812713,0
2023-07-05,App2,API17,1555170,0.36106406082504056,0
2023-07-06,App2,API17,1555603,0.36804017223062263,0
2023-07-07,App2,API17,1510774,-0.35420485825630355,0
2023-07-08,App2,API17,1595300,1.0076029770051995,0
2023-07-09,App2,API17,1515431,-0.27917541064476603,0
2023-07-10,App2,API17,1455129,-1.2507076738766612,0
2023-07-11,App2,API17,1494040,-0.6238082029699538,0
2023-07-12,App2,API17,1500922,-0.5129315316230348,0
2023-07-13,App2,API17,1573084,0.6496785174522862,0
2023-07-14,App2,API17,1495867,-0.594373201727463,0
2023-07-15,App2,API17,1563003,0.48726239948537414,0
2023-07-16,App2,API17,1522646,-0.16293373907138334,0
2023-07-17,App2,API17,1467780,-1.0468859986064096,0
2023-07-18,App2,API17,1540834,0.13009516218664635,0
2023-07-19,App2,API17,1541721,0.14438571834542535,0
2023-07-20,App2,API17,1554188,0.3452429490460992,0
2023-07-21,App2,API17,1502917,-0.4807898635996255,0
2023-07-22,App2,API17,1574810,0.6774862964038675,0
2023-07-23,App2,API17,1528842,-0.06310929041321575,0
2023-07-24,App2,API17,1488978,-0.7053626508569202,0
2023-07-25,App2,API17,1540375,0.12270016187449354,0
2023-07-26,App2,API17,1582128,0.7953874124917419,0
2023-07-27,App2,API17,1622297,1.442554662031757,0
2023-07-28,App2,API17,1542976,0.16460516364335956,0
2023-07-29,App2,API17,1604294,1.1525063164550962,0
2023-07-30,App2,API17,1545578,0.20652627652401676,0
2023-07-31,App2,API17,1524813,-0.1280209598198906,0
2023-08-01,App2,API17,1691453,2.556734709062783,0
2023-08-02,App2,API17,1632574,1.608128557909741,0
2023-08-03,App2,API17,1675257,2.2957991424927893,0
2023-08-04,App2,API17,1539563,0.10961793910005324,0
2023-08-05,App2,API17,1605139,1.1661202059186455,0
2023-08-06,App2,API17,1553410,0.33270850407255914,0
2023-08-07,App2,API17,1487558,-0.7282404296003995,0
2023-08-08,App2,API17,1559177,0.4256212857723094,0
2023-08-09,App2,API17,1564792,0.5160851784797998,0
2023-08-10,App2,API17,1607449,1.2033368741562773,0
2023-08-11,App2,API17,1588734,0.9018174169842944,0
2023-08-12,App2,API17,1648849,1.8703369023112384,0
2023-08-13,App2,API17,1614680,1.319836323518319,0
2023-08-14,App2,API17,1535260,0.04029182506259437,0
2023-08-15,App2,API17,1541756,0.14494960725811676,0
2023-08-16,App2,API17,1497107,-0.5743954231063966,0
2023-08-17,App2,API17,1528606,-0.06691151279593485,0
2023-08-18,App2,API17,1539431,0.10749127234361713,0
2023-08-19,App2,API17,1587409,0.8804701938609775,0
2023-08-20,App2,API17,1507395,-0.4086443049987097,0
2023-08-21,App2,API17,1407473,-2.0184988173972607,0
2023-08-22,App2,API17,1495808,-0.5953237573231428,0
2023-08-23,App2,API17,1541199,0.135975717990428,0
2023-08-24,App2,API17,1510649,-0.35621874723020136,0
2023-08-25,App2,API17,1491425,-0.6659387603038963,0
2023-08-26,App2,API17,1552128,0.312054058756263,0
2023-08-27,App2,API17,1497459,-0.5687243117559003,0
2023-08-28,App2,API17,1398325,-2.1658832680629994,0
2023-08-29,App2,API17,1411713,-1.9501877034026462,0
2023-08-30,App2,API17,1430316,-1.6504726907512757,0
2023-08-31,App2,API17,1461326,-1.1508671141067024,0
2023-09-01,App2,API17,1531905,-0.013760954996823357,0
2023-09-02,App2,API17,1714797,2.9328325027161504,0
2023-09-03,App2,API17,1502564,-0.486477086061913,0
2023-09-04,App2,API17,1430075,-1.6543554686929507,0
2023-09-05,App2,API17,1467468,-1.0519126654852586,0
2023-09-06,App2,API17,1524954,-0.12574929305733382,0
2023-09-07,App2,API17,1520748,-0.19351262925104798,0
2023-09-08,App2,API17,1432576,-1.614061578103203,0
2023-09-09,App2,API17,1556382,0.3805907283159539,0
2023-09-10,App2,API17,1556190,0.37749739485204686,0
2023-09-11,App2,API17,1454264,-1.264643785576034,0
2023-09-12,App2,API17,1530126,-0.04242262287333726,0
2023-09-13,App2,API17,1535535,0.0447223808051696,0
2023-09-14,App2,API17,1518052,-0.23694818664007636,0
2023-09-15,App2,API17,1516053,-0.2691542991106504,0
2023-09-16,App2,API17,1557309,0.3955257289463802,0
2023-09-17,App2,API17,1492667,-0.6459287594592474,0
2023-09-18,App2,API17,1415022,-1.8968760344856228,0
2023-09-19,App2,API17,1496321,-0.5870587569742661,0
2023-07-04,App2,API18,1500147,0.8871209944101321,0
2023-07-05,App2,API18,1463239,0.24358653638300104,0
2023-07-06,App2,API18,1466697,0.3038808399447714,0
2023-07-07,App2,API18,1426443,-0.3979950697069067,0
2023-07-08,App2,API18,1499044,0.8678888900640844,0
2023-07-09,App2,API18,1429851,-0.3385725750456825,0
2023-07-10,App2,API18,1372028,-1.3467846961712595,0
2023-07-11,App2,API18,1407053,-0.7360825613386958,0
2023-07-12,App2,API18,1413366,-0.6260079695557415,0
2023-07-13,App2,API18,1478723,0.5135683167041265,0
2023-07-14,App2,API18,1413965,-0.6155636989271988,0
2023-07-15,App2,API18,1478584,0.5111446879606082,0
2023-07-16,App2,API18,1438222,-0.19261432891624947,0
2023-07-17,App2,API18,1386397,-1.0962442543323128,0
2023-07-18,App2,API18,1461228,0.20852238240303572,0
2023-07-19,App2,API18,1459958,0.186378436329164,0
2023-07-20,App2,API18,1453125,0.06723703198052994,0
2023-07-21,App2,API18,1419089,-0.5262207227992314,0
2023-07-22,App2,API18,1482722,0.5832955925698059,0
2023-07-23,App2,API18,1437679,-0.2020821735761804,0
2023-07-24,App2,API18,1398197,-0.8904973538034262,0
2023-07-25,App2,API18,1450931,0.028982057424565773,0
2023-07-26,App2,API18,1496823,0.8291631387018253,0
2023-07-27,App2,API18,1536406,1.5193393729081743,0
2023-07-28,App2,API18,1464675,0.2686248880066859,0
2023-07-29,App2,API18,1539158,1.5673237347942333,0
2023-07-30,App2,API18,1469595,0.35441088382042507,0
2023-07-31,App2,API18,1438517,-0.1874706564030273,0
2023-08-01,App2,API18,1558133,1.8981752125514895,0
2023-08-02,App2,API18,1540896,1.5976278121772167,0
2023-08-03,App2,API18,1581261,2.3014391375881074,0
2023-08-04,App2,API18,1453736,0.07789053674520365,0
2023-08-05,App2,API18,1515242,1.1503201014850086,0
2023-08-06,App2,API18,1466071,0.2929657925099338,0
2023-08-07,App2,API18,1396003,-0.9287523283593904,0
2023-08-08,App2,API18,1468591,0.33690496109745877,0
2023-08-09,App2,API18,1480158,0.5385892321498004,0
2023-08-10,App2,API18,1522762,1.2814401601271466,0
2023-08-11,App2,API18,1497587,0.8424843787021703,0
2023-08-12,App2,API18,1559302,1.918558104646258,0
2023-08-13,App2,API18,1524365,1.3093903534786555,0
2023-08-14,App2,API18,1447940,-0.0231695510061037,0
2023-08-15,App2,API18,1452442,0.05532812239906981,0
2023-08-16,App2,API18,1415387,-0.5907694537956668,0
2023-08-17,App2,API18,1447439,-0.03190507618957592,0
2023-08-18,App2,API18,1456072,0.11862144857871883,0
2023-08-19,App2,API18,1499316,0.8726315304830554,0
2023-08-20,App2,API18,1422103,-0.47366808227431073,0
2023-08-21,App2,API18,1326975,-2.1323368240973553,0
2023-08-22,App2,API18,1411592,-0.6569397493471181,0
2023-08-23,App2,API18,1455676,0.11171672208639348,0
2023-08-24,App2,API18,1426230,-0.4017089756232332,0
2023-08-25,App2,API18,1404879,-0.7739888123344415,0
2023-08-26,App2,API18,1468077,0.32794276559984453,0
2023-08-27,App2,API18,1419367,-0.521373465312195,0
2023-08-28,App2,API18,1321306,-2.231182517241275,0
2023-08-29,App2,API18,1335147,-1.9898483773920956,0
2023-08-30,App2,API18,1359967,-1.557082439160997,0
2023-08-31,App2,API18,1389674,-1.0391058989905195,0
2023-09-01,App2,API18,1451427,0.03763040171798338,0
2023-09-02,App2,API18,1628297,3.1215672065098623,1
2023-09-03,App2,API18,1420735,-0.4975207737932528,0
2023-09-04,App2,API18,1352875,-1.68073981361446,0
2023-09-05,App2,API18,1394024,-0.9632585246430062,0
2023-09-06,App2,API18,1452685,0.059565113655724,0
2023-09-07,App2,API18,1443560,-0.09954001069394465,0
2023-09-08,App2,API18,1357629,-1.597848223350534,0
2023-09-09,App2,API18,1481890,0.5687886924647183,0
2023-09-10,App2,API18,1485992,0.6403118946655227,0
2023-09-11,App2,API18,1386253,-1.0987550639658856,0
2023-09-12,App2,API18,1457956,0.15147120795129698,0
2023-09-13,App2,API18,1461032,0.20510489151289488,0
2023-09-14,App2,API18,1443224,-0.10539856650561465,0
2023-09-15,App2,API18,1441861,-0.12916407713450215,0
2023-09-16,App2,API18,1483620,0.5989532804236144,0
2023-09-17,App2,API18,1420862,-0.4953063791858657,0
2023-09-18,App2,API18,1350678,-1.7190470967044569,0
2023-09-19,App2,API18,1422810,-0.46134070442058844,0
2023-07-04,App2,API19,1280722,0.7291584892211771,0
2023-07-05,App2,API19,1245521,0.03373817274860574,0
2023-07-06,App2,API19,1249350,0.10938273943061692,0
2023-07-07,App2,API19,1220326,-0.4640066320446227,0
2023-07-08,App2,API19,1289356,0.8997291835885013,0
2023-07-09,App2,API19,1246257,0.048278366292079294,0
2023-07-10,App2,API19,1175750,-1.3446366149167384,0
2023-07-11,App2,API19,1200521,-0.8552682259692066,0
2023-07-12,App2,API19,1213332,-0.60217798210312,0
2023-07-13,App2,API19,1268008,0.4779845480367712,0
2023-07-14,App2,API19,1212140,-0.6257267738202674,0
2023-07-15,App2,API19,1271324,0.5434944417733993,0
2023-07-16,App2,API19,1251639,0.15460353157872964,0
2023-07-17,App2,API19,1190592,-1.0514225489218545,0
2023-07-18,App2,API19,1245154,0.02648783167461825,0
2023-07-19,App2,API19,1241837,-0.03904181775975916,0
2023-07-20,App2,API19,1243145,-0.01320136510369475,0
2023-07-21,App2,API19,1212342,-0.6217361228749119,0
2023-07-22,App2,API19,1274563,0.6074831467833325,0
2023-07-23,App2,API19,1251749,0.15677665833115095,0
2023-07-24,App2,API19,1198387,-0.8974268849661802,0
2023-07-25,App2,API19,1241134,-0.05293007327750632,0
2023-07-26,App2,API19,1282424,0.7627826867904597,0
2023-07-27,App2,API19,1326091,1.6254547404084754,0
2023-07-28,App2,API19,1244266,0.008944772073253419,0
2023-07-29,App2,API19,1290587,0.9240484475178709,0
2023-07-30,App2,API19,1272244,0.5616696837027413,0
2023-07-31,App2,API19,1238330,-0.10832504976650066,0
2023-08-01,App2,API19,1332376,1.7496193007627299,0
2023-08-02,App2,API19,1313483,1.3763749031854937,0
2023-08-03,App2,API19,1352936,2.1557964464880235,0
2023-08-04,App2,API19,1244206,0.007759430208296336,0
2023-08-05,App2,API19,1305459,1.2178551844452332,0
2023-08-06,App2,API19,1282413,0.7625653741152175,0
2023-08-07,App2,API19,1199847,-0.8685835662522244,0
2023-08-08,App2,API19,1260409,0.3278610008399566,0
2023-08-09,App2,API19,1262951,0.3780799845186384,0
2023-08-10,App2,API19,1311918,1.3454572362078632,0
2023-08-11,App2,API19,1299296,1.0961008192163915,0
