DATE,APPNAME,API,SUM_COUNT,zsc,Anomaly
04-07-2023,App1,API18,8,-0.31608529,0
05-07-2023,App1,API18,9,-0.296613369,0
06-07-2023,App1,API18,5,-0.374501052,0
07-07-2023,App1,API18,18,-0.121366082,0
08-07-2023,App1,API18,17,-0.140838003,0
09-07-2023,App1,API18,25,0.014937364,0
10-07-2023,App1,API18,24,-0.004534557,0
11-07-2023,App1,API18,14,-0.199253765,0
12-07-2023,App1,API18,29,0.092825047,0
13-07-2023,App1,API18,6,-0.355029132,0
14-07-2023,App1,API18,23,-0.024006478,0
15-07-2023,App1,API18,15,-0.179781844,0
16-07-2023,App1,API18,22,-0.043478399,0
17-07-2023,App1,API18,15,-0.179781844,0
18-07-2023,App1,API18,17,-0.140838003,0
19-07-2023,App1,API18,7,-0.335557211,0
20-07-2023,App1,API18,8,-0.31608529,0
21-07-2023,App1,API18,14,-0.199253765,0
22-07-2023,App1,API18,5,-0.374501052,0
23-07-2023,App1,API18,21,-0.062950319,0
24-07-2023,App1,API18,11,-0.257669527,0
25-07-2023,App1,API18,45,0.40437578,0
26-07-2023,App1,API18,54,0.579623067,0
27-07-2023,App1,API18,221,3.831433843,1
28-07-2023,App1,API18,6,-0.355029132,0
29-07-2023,App1,API18,20,-0.08242224,0
30-07-2023,App1,API18,12,-0.238197607,0
31-07-2023,App1,API18,11,-0.257669527,0
01-08-2023,App1,API18,8,-0.31608529,0
02-08-2023,App1,API18,11,-0.257669527,0
03-08-2023,App1,API18,3,-0.413444894,0
04-08-2023,App1,API18,15,-0.179781844,0
05-08-2023,App1,API18,14,-0.199253765,0
06-08-2023,App1,API18,10,-0.277141448,0
07-08-2023,App1,API18,12,-0.238197607,0
08-08-2023,App1,API18,18,-0.121366082,0
09-08-2023,App1,API18,10,-0.277141448,0
10-08-2023,App1,API18,8,-0.31608529,0
11-08-2023,App1,API18,25,0.014937364,0
12-08-2023,App1,API18,15,-0.179781844,0
13-08-2023,App1,API18,13,-0.218725686,0
14-08-2023,App1,API18,37,0.248600414,0
15-08-2023,App1,API18,17,-0.140838003,0
16-08-2023,App1,API18,393,7.180604223,1
17-08-2023,App1,API18,12,-0.238197607,0
18-08-2023,App1,API18,10,-0.277141448,0
19-08-2023,App1,API18,20,-0.08242224,0
20-08-2023,App1,API18,69,0.87170188,0
21-08-2023,App1,API18,31,0.131768889,0
22-08-2023,App1,API18,33,0.17071273,0
23-08-2023,App1,API18,11,-0.257669527,0
24-08-2023,App1,API18,32,0.15124081,0
25-08-2023,App1,API18,8,-0.31608529,0
26-08-2023,App1,API18,10,-0.277141448,0
27-08-2023,App1,API18,7,-0.335557211,0
28-08-2023,App1,API18,8,-0.31608529,0
29-08-2023,App1,API18,10,-0.277141448,0
30-08-2023,App1,API18,8,-0.31608529,0
31-08-2023,App1,API18,10,-0.277141448,0
01-09-2023,App1,API18,77,1.027477246,0
02-09-2023,App1,API18,15,-0.179781844,0
03-09-2023,App1,API18,6,-0.355029132,0
04-09-2023,App1,API18,16,-0.160309923,0
05-09-2023,App1,API18,15,-0.179781844,0
07-09-2023,App1,API18,8,-0.31608529,0
08-09-2023,App1,API18,5,-0.374501052,0
10-09-2023,App1,API18,1,-0.452388736,0
14-09-2023,App1,API18,1,-0.452388736,0
15-09-2023,App1,API18,19,-0.101894161,0
16-09-2023,App1,API18,5,-0.374501052,0
17-09-2023,App1,API18,15,-0.179781844,0
18-09-2023,App1,API18,15,-0.179781844,0
19-09-2023,App1,API18,1,-0.452388736,0
04-07-2023,App1,API19,767,-0.064872902,0
05-07-2023,App1,API19,723,-0.150079102,0
06-07-2023,App1,API19,799,-0.002904757,0
07-07-2023,App1,API19,799,-0.002904757,0
08-07-2023,App1,API19,589,-0.409570711,0
09-07-2023,App1,API19,390,-0.794935115,0
10-07-2023,App1,API19,827,0.05131737,0
11-07-2023,App1,API19,728,-0.140396579,0
12-07-2023,App1,API19,3242,4.727975845,1
13-07-2023,App1,API19,835,0.066809407,0
14-07-2023,App1,API19,802,0.002904757,0
15-07-2023,App1,API19,718,-0.159761625,0
16-07-2023,App1,API19,404,-0.767824052,0
17-07-2023,App1,API19,831,0.059063389,0
18-07-2023,App1,API19,802,0.002904757,0
19-07-2023,App1,API19,786,-0.028079316,0
20-07-2023,App1,API19,780,-0.039698343,0
21-07-2023,App1,API19,726,-0.144269589,0
22-07-2023,App1,API19,713,-0.169444148,0
23-07-2023,App1,API19,3543,5.310863713,1
24-07-2023,App1,API19,2879,4.025024696,1
25-07-2023,App1,API19,759,-0.080364939,0
26-07-2023,App1,API19,751,-0.095856975,0
27-07-2023,App1,API19,635,-0.320491502,0
28-07-2023,App1,API19,736,-0.124904543,0
29-07-2023,App1,API19,553,-0.479284875,0
30-07-2023,App1,API19,348,-0.876268306,0
31-07-2023,App1,API19,788,-0.024206307,0
01-08-2023,App1,API19,693,-0.208174239,0
02-08-2023,App1,API19,716,-0.163634634,0
03-08-2023,App1,API19,675,-0.24303132,0
04-08-2023,App1,API19,736,-0.124904543,0
05-08-2023,App1,API19,640,-0.310808979,0
06-08-2023,App1,API19,369,-0.835601711,0
07-08-2023,App1,API19,960,0.308872475,0
08-08-2023,App1,API19,880,0.153952111,0
09-08-2023,App1,API19,807,0.01258728,0
10-08-2023,App1,API19,881,0.155888616,0
11-08-2023,App1,API19,822,0.041634848,0
12-08-2023,App1,API19,592,-0.403761198,0
13-08-2023,App1,API19,339,-0.893696847,0
14-08-2023,App1,API19,851,0.097793479,0
15-08-2023,App1,API19,355,-0.862712775,0
16-08-2023,App1,API19,376,-0.822046179,0
17-08-2023,App1,API19,828,0.053253875,0
18-08-2023,App1,API19,1052,0.487030893,0
19-08-2023,App1,API19,629,-0.332110529,0
20-08-2023,App1,API19,369,-0.835601711,0
21-08-2023,App1,API19,858,0.111349011,0
22-08-2023,App1,API19,759,-0.080364939,0
23-08-2023,App1,API19,752,-0.09392047,0
24-08-2023,App1,API19,965,0.318554998,0
25-08-2023,App1,API19,882,0.15782512,0
26-08-2023,App1,API19,650,-0.291443934,0
27-08-2023,App1,API19,243,-1.079601283,0
28-08-2023,App1,API19,711,-0.173317157,0
29-08-2023,App1,API19,826,0.049380866,0
30-08-2023,App1,API19,694,-0.206237734,0
31-08-2023,App1,API19,783,-0.03388883,0
01-09-2023,App1,API19,780,-0.039698343,0
02-09-2023,App1,API19,645,-0.301126457,0
03-09-2023,App1,API19,347,-0.878204811,0
04-09-2023,App1,API19,774,-0.05131737,0
05-09-2023,App1,API19,815,0.028079316,0
06-09-2023,App1,API19,854,0.103602993,0
07-09-2023,App1,API19,813,0.024206307,0
08-09-2023,App1,API19,855,0.105539498,0
09-09-2023,App1,API19,894,0.181063175,0
10-09-2023,App1,API19,354,-0.864649279,0
11-09-2023,App1,API19,759,-0.080364939,0
12-09-2023,App1,API19,766,-0.066809407,0
13-09-2023,App1,API19,796,-0.00871427,0
14-09-2023,App1,API19,728,-0.140396579,0
15-09-2023,App1,API19,697,-0.20042822,0
16-09-2023,App1,API19,621,-0.347602566,0
17-09-2023,App1,API19,364,-0.845284234,0
18-09-2023,App1,API19,828,0.053253875,0
19-09-2023,App1,API19,803,0.004841261,0
04-07-2023,App2,API12,13076312,-0.521288531,0
05-07-2023,App2,API12,12776964,-0.984661159,0
06-07-2023,App2,API12,12979786,-0.67070495,0
07-07-2023,App2,API12,13067722,-0.534585332,0
08-07-2023,App2,API12,13210657,-0.313330583,0
09-07-2023,App2,API12,13592826,0.278243952,0
10-07-2023,App2,API12,13003740,-0.633625605,0
11-07-2023,App2,API12,12743305,-1.036763258,0
12-07-2023,App2,API12,12784606,-0.972831804,0
13-07-2023,App2,API12,13354596,-0.090521703,0
14-07-2023,App2,API12,12925470,-0.754782838,0
15-07-2023,App2,API12,12948041,-0.719844293,0
16-07-2023,App2,API12,13353987,-0.091464398,0
17-07-2023,App2,API12,12530768,-1.3657577,0
18-07-2023,App2,API12,12902313,-0.790628476,0
19-07-2023,App2,API12,12496112,-1.419403096,0
20-07-2023,App2,API12,12484690,-1.437083662,0
21-07-2023,App2,API12,12422603,-1.533190589,0
22-07-2023,App2,API12,12836444,-0.89258971,0
23-07-2023,App2,API12,13963376,0.851832976,0
24-07-2023,App2,API12,12604204,-1.252083207,0
25-07-2023,App2,API12,12554008,-1.329783584,0
26-07-2023,App2,API12,12723329,-1.0676849,0
27-07-2023,App2,API12,13124828,-0.446188692,0
28-07-2023,App2,API12,12764667,-1.003696172,0
29-07-2023,App2,API12,13092853,-0.495684062,0
30-07-2023,App2,API12,13454582,0.064250588,0
31-07-2023,App2,API12,12940617,-0.731336197,0
01-08-2023,App2,API12,13535141,0.188951055,0
02-08-2023,App2,API12,13650438,0.367423849,0
03-08-2023,App2,API12,13368524,-0.068962,0
04-08-2023,App2,API12,12928092,-0.750724141,0
05-08-2023,App2,API12,13745664,0.514827947,0
06-08-2023,App2,API12,14339549,1.434126065,0
07-08-2023,App2,API12,13037353,-0.58159471,0
08-08-2023,App2,API12,13293669,-0.18483302,0
09-08-2023,App2,API12,13176476,-0.366240707,0
10-08-2023,App2,API12,13435901,0.035333528,0
11-08-2023,App2,API12,13481868,0.106487668,0
12-08-2023,App2,API12,13521025,0.167100339,0
13-08-2023,App2,API12,14162216,1.159625289,0
14-08-2023,App2,API12,14585732,1.815202484,0
15-08-2023,App2,API12,14585030,1.81411583,0
16-08-2023,App2,API12,13396042,-0.026365797,0
17-08-2023,App2,API12,13418053,0.007705901,0
18-08-2023,App2,API12,13021966,-0.605412857,0
19-08-2023,App2,API12,13410120,-0.004573904,0
20-08-2023,App2,API12,13435876,0.035294829,0
21-08-2023,App2,API12,12852753,-0.867344363,0
22-08-2023,App2,API12,13036814,-0.58242905,0
23-08-2023,App2,API12,13020395,-0.60784467,0
24-08-2023,App2,API12,13205029,-0.322042387,0
25-08-2023,App2,API12,13080062,-0.515483757,0
26-08-2023,App2,API12,13355727,-0.088770983,0
27-08-2023,App2,API12,13326860,-0.133455356,0
28-08-2023,App2,API12,13384606,-0.044068035,0
29-08-2023,App2,API12,13430880,0.027561323,0
30-08-2023,App2,API12,13349825,-0.097906923,0
31-08-2023,App2,API12,12860535,-0.855298297,0
01-09-2023,App2,API12,13578505,0.256075909,0
02-09-2023,App2,API12,13965016,0.854371597,0
03-09-2023,App2,API12,13475086,0.095989541,0
04-09-2023,App2,API12,13121094,-0.451968699,0
05-09-2023,App2,API12,12948985,-0.718383038,0
06-09-2023,App2,API12,13233349,-0.278204737,0
07-09-2023,App2,API12,13524352,0.172250335,0
08-09-2023,App2,API12,13157438,-0.395710381,0
09-09-2023,App2,API12,13930865,0.801507911,0
10-09-2023,App2,API12,15444707,3.144843915,1
11-09-2023,App2,API12,14450726,1.606221348,0
12-09-2023,App2,API12,14762571,2.088938577,0
13-09-2023,App2,API12,14720151,2.023274979,0
14-09-2023,App2,API12,14814833,2.169836998,0
15-09-2023,App2,API12,14602011,1.840401393,0
16-09-2023,App2,API12,14637442,1.895246441,0
17-09-2023,App2,API12,14441972,1.592670685,0
18-09-2023,App2,API12,13713941,0.465722658,0
19-09-2023,App2,API12,14551166,1.761696403,0
04-07-2023,App2,API15,1649,0.102834473,0
05-07-2023,App2,API15,1613,-0.040755383,0
06-07-2023,App2,API15,1681,0.2304699,0
07-07-2023,App2,API15,1589,-0.136481953,0
08-07-2023,App2,API15,1664,0.162663579,0
09-07-2023,App2,API15,1629,0.023062331,0
10-07-2023,App2,API15,1785,0.645285038,0
11-07-2023,App2,API15,1629,0.023062331,0
12-07-2023,App2,API15,1713,0.358105327,0
13-07-2023,App2,API15,1599,-0.096595882,0
14-07-2023,App2,API15,1612,-0.04474399,0
15-07-2023,App2,API15,1537,-0.343889522,0
16-07-2023,App2,API15,1586,-0.148447774,0
17-07-2023,App2,API15,1577,-0.184345238,0
18-07-2023,App2,API15,1792,0.673205288,0
19-07-2023,App2,API15,1651,0.110811687,0
20-07-2023,App2,API15,1543,-0.31995788,0
21-07-2023,App2,API15,1707,0.334173684,0
22-07-2023,App2,API15,1656,0.130754722,0
23-07-2023,App2,API15,1630,0.027050938,0
24-07-2023,App2,API15,1647,0.094857259,0
25-07-2023,App2,API15,1628,0.019073724,0
26-07-2023,App2,API15,1629,0.023062331,0
27-07-2023,App2,API15,1679,0.222492686,0
28-07-2023,App2,API15,1480,-0.571240127,0
29-07-2023,App2,API15,1121,-2.003150075,0
30-07-2023,App2,API15,1372,-1.002009693,0
31-07-2023,App2,API15,1683,0.238447114,0
01-08-2023,App2,API15,1672,0.194572436,0
02-08-2023,App2,API15,1662,0.154686365,0
03-08-2023,App2,API15,1738,0.457820504,0
04-08-2023,App2,API15,1536,-0.347878129,0
05-08-2023,App2,API15,1580,-0.172379417,0
06-08-2023,App2,API15,1659,0.142720544,0
07-08-2023,App2,API15,1584,-0.156424989,0
08-08-2023,App2,API15,1600,-0.092607275,0
09-08-2023,App2,API15,1511,-0.447593307,0
10-08-2023,App2,API15,1604,-0.076652847,0
11-08-2023,App2,API15,1532,-0.363832558,0
12-08-2023,App2,API15,1446,-0.706852768,0
13-08-2023,App2,API15,1601,-0.088618668,0
14-08-2023,App2,API15,1570,-0.212265488,0
15-08-2023,App2,API15,1462,-0.643035055,0
16-08-2023,App2,API15,1428,-0.778647696,0
17-08-2023,App2,API15,1532,-0.363832558,0
18-08-2023,App2,API15,1495,-0.51141102,0
19-08-2023,App2,API15,1658,0.138731937,0
20-08-2023,App2,API15,1521,-0.407707236,0
21-08-2023,App2,API15,1498,-0.499445199,0
22-08-2023,App2,API15,1609,-0.056709811,0
23-08-2023,App2,API15,1517,-0.423661664,0
24-08-2023,App2,API15,1548,-0.300014844,0
25-08-2023,App2,API15,1559,-0.256140166,0
26-08-2023,App2,API15,1573,-0.200299667,0
27-08-2023,App2,API15,1543,-0.31995788,0
28-08-2023,App2,API15,1404,-0.874374266,0
29-08-2023,App2,API15,1369,-1.013975515,0
30-08-2023,App2,API15,1478,-0.579217341,0
31-08-2023,App2,API15,1421,-0.806567946,0
01-09-2023,App2,API15,1494,-0.515399627,0
02-09-2023,App2,API15,1398,-0.898305909,0
03-09-2023,App2,API15,1516,-0.427650271,0
04-09-2023,App2,API15,1517,-0.423661664,0
05-09-2023,App2,API15,1376,-0.986055265,0
06-09-2023,App2,API15,1516,-0.427650271,0
07-09-2023,App2,API15,1619,-0.01682374,0
08-09-2023,App2,API15,1487,-0.543319877,0
09-09-2023,App2,API15,1458,-0.658989483,0
10-09-2023,App2,API15,1596,-0.108561703,0
11-09-2023,App2,API15,1487,-0.543319877,0
12-09-2023,App2,API15,1555,-0.272094594,0
13-09-2023,App2,API15,1632,0.035028152,0
14-09-2023,App2,API15,1658,0.138731937,0
15-09-2023,App2,API15,2134,2.037308915,0
16-09-2023,App2,API15,2472,3.385458114,1
17-09-2023,App2,API15,2582,3.824204895,1
18-09-2023,App2,API15,2278,2.611668337,0
19-09-2023,App2,API15,2845,4.873208562,1
04-07-2023,App2,API17,1599284,1.071789646,0
05-07-2023,App2,API17,1555170,0.361064061,0
06-07-2023,App2,API17,1555603,0.368040172,0
07-07-2023,App2,API17,1510774,-0.354204858,0
08-07-2023,App2,API17,1595300,1.007602977,0
09-07-2023,App2,API17,1515431,-0.279175411,0
10-07-2023,App2,API17,1455129,-1.250707674,0
11-07-2023,App2,API17,1494040,-0.623808203,0
12-07-2023,App2,API17,1500922,-0.512931532,0
13-07-2023,App2,API17,1573084,0.649678517,0
14-07-2023,App2,API17,1495867,-0.594373202,0
15-07-2023,App2,API17,1563003,0.487262399,0
16-07-2023,App2,API17,1522646,-0.162933739,0
17-07-2023,App2,API17,1467780,-1.046885999,0
18-07-2023,App2,API17,1540834,0.130095162,0
19-07-2023,App2,API17,1541721,0.144385718,0
20-07-2023,App2,API17,1554188,0.345242949,0
21-07-2023,App2,API17,1502917,-0.480789864,0
22-07-2023,App2,API17,1574810,0.677486296,0
23-07-2023,App2,API17,1528842,-0.06310929,0
24-07-2023,App2,API17,1488978,-0.705362651,0
25-07-2023,App2,API17,1540375,0.122700162,0
26-07-2023,App2,API17,1582128,0.795387412,0
27-07-2023,App2,API17,1622297,1.442554662,0
28-07-2023,App2,API17,1542976,0.164605164,0
29-07-2023,App2,API17,1604294,1.152506316,0
30-07-2023,App2,API17,1545578,0.206526277,0
31-07-2023,App2,API17,1524813,-0.12802096,0
01-08-2023,App2,API17,1691453,2.556734709,0
02-08-2023,App2,API17,1632574,1.608128558,0
03-08-2023,App2,API17,1675257,2.295799142,0
04-08-2023,App2,API17,1539563,0.109617939,0
05-08-2023,App2,API17,1605139,1.166120206,0
06-08-2023,App2,API17,1553410,0.332708504,0
07-08-2023,App2,API17,1487558,-0.72824043,0
08-08-2023,App2,API17,1559177,0.425621286,0
09-08-2023,App2,API17,1564792,0.516085178,0
10-08-2023,App2,API17,1607449,1.203336874,0
11-08-2023,App2,API17,1588734,0.901817417,0
12-08-2023,App2,API17,1648849,1.870336902,0
13-08-2023,App2,API17,1614680,1.319836324,0
14-08-2023,App2,API17,1535260,0.040291825,0
15-08-2023,App2,API17,1541756,0.144949607,0
16-08-2023,App2,API17,1497107,-0.574395423,0
17-08-2023,App2,API17,1528606,-0.066911513,0
18-08-2023,App2,API17,1539431,0.107491272,0
19-08-2023,App2,API17,1587409,0.880470194,0
20-08-2023,App2,API17,1507395,-0.408644305,0
21-08-2023,App2,API17,1407473,-2.018498817,0
22-08-2023,App2,API17,1495808,-0.595323757,0
23-08-2023,App2,API17,1541199,0.135975718,0
24-08-2023,App2,API17,1510649,-0.356218747,0
25-08-2023,App2,API17,1491425,-0.66593876,0
26-08-2023,App2,API17,1552128,0.312054059,0
27-08-2023,App2,API17,1497459,-0.568724312,0
28-08-2023,App2,API17,1398325,-2.165883268,0
29-08-2023,App2,API17,1411713,-1.950187703,0
30-08-2023,App2,API17,1430316,-1.650472691,0
31-08-2023,App2,API17,1461326,-1.150867114,0
01-09-2023,App2,API17,1531905,-0.013760955,0
02-09-2023,App2,API17,1714797,2.932832503,0
03-09-2023,App2,API17,1502564,-0.486477086,0
04-09-2023,App2,API17,1430075,-1.654355469,0
05-09-2023,App2,API17,1467468,-1.051912665,0
06-09-2023,App2,API17,1524954,-0.125749293,0
07-09-2023,App2,API17,1520748,-0.193512629,0
08-09-2023,App2,API17,1432576,-1.614061578,0
09-09-2023,App2,API17,1556382,0.380590728,0
10-09-2023,App2,API17,1556190,0.377497395,0
11-09-2023,App2,API17,1454264,-1.264643786,0
12-09-2023,App2,API17,1530126,-0.042422623,0
13-09-2023,App2,API17,1535535,0.044722381,0
14-09-2023,App2,API17,1518052,-0.236948187,0
15-09-2023,App2,API17,1516053,-0.269154299,0
16-09-2023,App2,API17,1557309,0.395525729,0
17-09-2023,App2,API17,1492667,-0.645928759,0
18-09-2023,App2,API17,1415022,-1.896876034,0
19-09-2023,App2,API17,1496321,-0.587058757,0
04-07-2023,App2,API18,1500147,0.887120994,0
05-07-2023,App2,API18,1463239,0.243586536,0
06-07-2023,App2,API18,1466697,0.30388084,0
07-07-2023,App2,API18,1426443,-0.39799507,0
08-07-2023,App2,API18,1499044,0.86788889,0
09-07-2023,App2,API18,1429851,-0.338572575,0
10-07-2023,App2,API18,1372028,-1.346784696,0
11-07-2023,App2,API18,1407053,-0.736082561,0
12-07-2023,App2,API18,1413366,-0.62600797,0
13-07-2023,App2,API18,1478723,0.513568317,0
14-07-2023,App2,API18,1413965,-0.615563699,0
15-07-2023,App2,API18,1478584,0.511144688,0
16-07-2023,App2,API18,1438222,-0.192614329,0
17-07-2023,App2,API18,1386397,-1.096244254,0
18-07-2023,App2,API18,1461228,0.208522382,0
19-07-2023,App2,API18,1459958,0.186378436,0
20-07-2023,App2,API18,1453125,0.067237032,0
21-07-2023,App2,API18,1419089,-0.526220723,0
22-07-2023,App2,API18,1482722,0.583295593,0
23-07-2023,App2,API18,1437679,-0.202082174,0
24-07-2023,App2,API18,1398197,-0.890497354,0
25-07-2023,App2,API18,1450931,0.028982057,0
26-07-2023,App2,API18,1496823,0.829163139,0
27-07-2023,App2,API18,1536406,1.519339373,0
28-07-2023,App2,API18,1464675,0.268624888,0
29-07-2023,App2,API18,1539158,1.567323735,0
30-07-2023,App2,API18,1469595,0.354410884,0
31-07-2023,App2,API18,1438517,-0.187470656,0
01-08-2023,App2,API18,1558133,1.898175213,0
02-08-2023,App2,API18,1540896,1.597627812,0
03-08-2023,App2,API18,1581261,2.301439138,0
04-08-2023,App2,API18,1453736,0.077890537,0
05-08-2023,App2,API18,1515242,1.150320101,0
06-08-2023,App2,API18,1466071,0.292965793,0
07-08-2023,App2,API18,1396003,-0.928752328,0
08-08-2023,App2,API18,1468591,0.336904961,0
09-08-2023,App2,API18,1480158,0.538589232,0
10-08-2023,App2,API18,1522762,1.28144016,0
11-08-2023,App2,API18,1497587,0.842484379,0
12-08-2023,App2,API18,1559302,1.918558105,0
13-08-2023,App2,API18,1524365,1.309390353,0
14-08-2023,App2,API18,1447940,-0.023169551,0
15-08-2023,App2,API18,1452442,0.055328122,0
16-08-2023,App2,API18,1415387,-0.590769454,0
17-08-2023,App2,API18,1447439,-0.031905076,0
18-08-2023,App2,API18,1456072,0.118621449,0
19-08-2023,App2,API18,1499316,0.87263153,0
20-08-2023,App2,API18,1422103,-0.473668082,0
21-08-2023,App2,API18,1326975,-2.132336824,0
22-08-2023,App2,API18,1411592,-0.656939749,0
23-08-2023,App2,API18,1455676,0.111716722,0
24-08-2023,App2,API18,1426230,-0.401708976,0
25-08-2023,App2,API18,1404879,-0.773988812,0
26-08-2023,App2,API18,1468077,0.327942766,0
27-08-2023,App2,API18,1419367,-0.521373465,0
28-08-2023,App2,API18,1321306,-2.231182517,0
29-08-2023,App2,API18,1335147,-1.989848377,0
30-08-2023,App2,API18,1359967,-1.557082439,0
31-08-2023,App2,API18,1389674,-1.039105899,0
01-09-2023,App2,API18,1451427,0.037630402,0
02-09-2023,App2,API18,1628297,3.121567207,1
03-09-2023,App2,API18,1420735,-0.497520774,0
04-09-2023,App2,API18,1352875,-1.680739814,0
05-09-2023,App2,API18,1394024,-0.963258525,0
06-09-2023,App2,API18,1452685,0.059565114,0
07-09-2023,App2,API18,1443560,-0.099540011,0
08-09-2023,App2,API18,1357629,-1.597848223,0
09-09-2023,App2,API18,1481890,0.568788692,0
10-09-2023,App2,API18,1485992,0.640311895,0
11-09-2023,App2,API18,1386253,-1.098755064,0
12-09-2023,App2,API18,1457956,0.151471208,0
13-09-2023,App2,API18,1461032,0.205104892,0
14-09-2023,App2,API18,1443224,-0.105398567,0
15-09-2023,App2,API18,1441861,-0.129164077,0
16-09-2023,App2,API18,1483620,0.59895328,0
17-09-2023,App2,API18,1420862,-0.495306379,0
18-09-2023,App2,API18,1350678,-1.719047097,0
19-09-2023,App2,API18,1422810,-0.461340704,0
04-07-2023,App2,API19,1280722,0.729158489,0
05-07-2023,App2,API19,1245521,0.033738173,0
06-07-2023,App2,API19,1249350,0.109382739,0
07-07-2023,App2,API19,1220326,-0.464006632,0
08-07-2023,App2,API19,1289356,0.899729184,0
09-07-2023,App2,API19,1246257,0.048278366,0
10-07-2023,App2,API19,1175750,-1.344636615,0
11-07-2023,App2,API19,1200521,-0.855268226,0
12-07-2023,App2,API19,1213332,-0.602177982,0
13-07-2023,App2,API19,1268008,0.477984548,0
14-07-2023,App2,API19,1212140,-0.625726774,0
15-07-2023,App2,API19,1271324,0.543494442,0
16-07-2023,App2,API19,1251639,0.154603532,0
17-07-2023,App2,API19,1190592,-1.051422549,0
18-07-2023,App2,API19,1245154,0.026487832,0
19-07-2023,App2,API19,1241837,-0.039041818,0
20-07-2023,App2,API19,1243145,-0.013201365,0
21-07-2023,App2,API19,1212342,-0.621736123,0
22-07-2023,App2,API19,1274563,0.607483147,0
23-07-2023,App2,API19,1251749,0.156776658,0
24-07-2023,App2,API19,1198387,-0.897426885,0
25-07-2023,App2,API19,1241134,-0.052930073,0
26-07-2023,App2,API19,1282424,0.762782687,0
27-07-2023,App2,API19,1326091,1.62545474,0
28-07-2023,App2,API19,1244266,0.008944772,0
29-07-2023,App2,API19,1290587,0.924048448,0
30-07-2023,App2,API19,1272244,0.561669684,0
31-07-2023,App2,API19,1238330,-0.10832505,0
01-08-2023,App2,API19,1332376,1.749619301,0
02-08-2023,App2,API19,1313483,1.376374903,0
03-08-2023,App2,API19,1352936,2.155796446,0
04-08-2023,App2,API19,1244206,0.00775943,0
05-08-2023,App2,API19,1305459,1.217855184,0
06-08-2023,App2,API19,1282413,0.762565374,0
07-08-2023,App2,API19,1199847,-0.868583566,0
08-08-2023,App2,API19,1260409,0.327861001,0
09-08-2023,App2,API19,1262951,0.378079985,0
10-08-2023,App2,API19,1311918,1.345457236,0
11-08-2023,App2,API19,1299296,1.096100819,0
12-08-2023,App2,API19,1353668,2.170257617,0
13-08-2023,App2,API19,1337843,1.8576237,0
14-08-2023,App2,API19,1256432,0.249292591,0
15-08-2023,App2,API19,1280126,0.717384093,0
16-08-2023,App2,API19,1216406,-0.541448967,0
17-08-2023,App2,API19,1231440,-0.244441807,0
18-08-2023,App2,API19,1235473,-0.164767078,0
19-08-2023,App2,API19,1281990,0.754208714,0
20-08-2023,App2,API19,1244321,0.010031335,0
21-08-2023,App2,API19,1135182,-2.146085761,0
22-08-2023,App2,API19,1201605,-0.83385305,0
23-08-2023,App2,API19,1234297,-0.187999779,0
24-08-2023,App2,API19,1219089,-0.48844443,0
25-08-2023,App2,API19,1204502,-0.776620793,0
26-08-2023,App2,API19,1259882,0.317449748,0
27-08-2023,App2,API19,1239421,-0.086771584,0
28-08-2023,App2,API19,1138019,-2.090038847,0
29-08-2023,App2,API19,1162083,-1.614637736,0
30-08-2023,App2,API19,1167695,-1.50376876,0
31-08-2023,App2,API19,1183427,-1.192972123,0
01-09-2023,App2,API19,1237061,-0.13339503,0
02-09-2023,App2,API19,1392894,2.945194617,0
03-09-2023,App2,API19,1240669,-0.062116473,0
04-09-2023,App2,API19,1160631,-1.643323009,0
05-09-2023,App2,API19,1188621,-1.090361029,0
06-09-2023,App2,API19,1235455,-0.165122681,0
07-09-2023,App2,API19,1250436,0.130837427,0
08-09-2023,App2,API19,1166434,-1.528680695,0
09-09-2023,App2,API19,1271249,0.542012764,0
10-09-2023,App2,API19,1297453,1.059691068,0
11-09-2023,App2,API19,1186837,-1.125605194,0
12-09-2023,App2,API19,1241310,-0.04945307,0
13-09-2023,App2,API19,1239666,-0.081931438,0
14-09-2023,App2,API19,1238113,-0.112612036,0
15-09-2023,App2,API19,1225425,-0.363272329,0
16-09-2023,App2,API19,1261339,0.3462338,0
17-09-2023,App2,API19,1224401,-0.383502164,0
18-09-2023,App2,API19,1141747,-2.016389605,0
19-09-2023,App2,API19,1192405,-1.015605469,0
04-07-2023,App2,API23,93744,0.339447767,0
05-07-2023,App2,API23,90853,-0.173133545,0
06-07-2023,App2,API23,88531,-0.584829777,0
07-07-2023,App2,API23,86758,-0.899186978,0
08-07-2023,App2,API23,92680,0.150797986,0
09-07-2023,App2,API23,88264,-0.632169525,0
10-07-2023,App2,API23,84230,-1.347407509,0
11-07-2023,App2,API23,85137,-1.186594209,0
12-07-2023,App2,API23,87193,-0.822060423,0
13-07-2023,App2,API23,95602,0.668875673,0
14-07-2023,App2,API23,88373,-0.612843561,0
15-07-2023,App2,API23,92789,0.17012395,0
16-07-2023,App2,API23,90327,-0.266394621,0
17-07-2023,App2,API23,84819,-1.242976381,0
18-07-2023,App2,API23,89848,-0.351322483,0
19-07-2023,App2,API23,88738,-0.548128175,0
20-07-2023,App2,API23,87952,-0.687487882,0
21-07-2023,App2,API23,87582,-0.753089779,0
22-07-2023,App2,API23,89699,-0.377740544,0
23-07-2023,App2,API23,89733,-0.371712262,0
